taxon_id	taxon_rank	scientific_name	synonym	tolid_prefix	common_name	subspecies	species	genus	family	order	class	phylum	kingdom	c_value	genome_size	genome_size_kmer	genome_size_draft	contig_n50	gene_count	assembly_date	assembly_level	assembly_span	biosample	scaffold_n50	busco_completeness	mitochondrion_assembly_span	chromosome_number	haploid_number	ploidy	insdc_open	published	sequencing_status	data_generation	in_assembly
1306920	species	Laticilla burnesii	["? burnesii"]	["bLatBur"]	["long-tailed grass warbler"]		Laticilla burnesii	Laticilla	Pellorneidae	Passeriformes	Aves	Chordata	Metazoa	1.28515625	1281180000							1067561097					76	38	2			in_progress		
572106	species	Moho braccatus	["Moho braccatus"]	["bMohBra"]			Moho braccatus	Moho	Mohoidae	Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000					2023-04-03		1059326995					78	39	2					
1055197	species	Ailuroedus buccoides	["Ailuroedus buccoides"]	["bAilBuc"]	["White-eared catbird"]		Ailuroedus buccoides	Ailuroedus	Ptilonorhynchidae	Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000					2023-04-03		1083114536					78	39	2					
34925	species	Ailuroedus crassirostris	["Ailuroedus crassirostris"]	["bAilCra"]	["Green catbird"]		Ailuroedus crassirostris	Ailuroedus	Ptilonorhynchidae	Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000							1083114536					78	39	2			in_progress		
34926	species	Amblyornis subalaris	["Amblyornis subalaris"]	["bAmbSub"]	["streaked bowerbird"]		Amblyornis subalaris	Amblyornis	Ptilonorhynchidae	Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000			695827		2021-06-14	Scaffold	1108380980	SAMN14917922	5791924	96.30000000000001		78	39	2			insdc_open		
9166	species	Amblyornis macgregoriae	["Amblyornis macgregoriae"]	["bAmbMac"]	["MacGregor's bowerbird"]		Amblyornis macgregoriae	Amblyornis	Ptilonorhynchidae	Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000							1108380980					78	39	2			in_progress		
28724	species	Ptilonorhynchus violaceus	["Ptilonorhynchus violaceus"]	["bPtiVio"]	["satin bowerbird"]		Ptilonorhynchus violaceus	Ptilonorhynchus	Ptilonorhynchidae	Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000			120946	15687	2020-07-10	Scaffold	1057848093	CNS0103169;SAMN12253905	1215016	95		78	39	2	B10K		insdc_open		
34939	species	Archboldia papuensis	["Archboldia papuensis"]	["bArcPap"]	["Archbold's bowerbird"]		Archboldia papuensis	Archboldia	Ptilonorhynchidae	Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000							1083114536					78	39	2			in_progress		
34931	species	Chlamydera maculata	["Chlamydodera occipitalis"]	["bChlMau"]	["spotted bowerbird"]		Chlamydera maculata	Chlamydera	Ptilonorhynchidae	Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000							1083114536					78	39	2			in_progress		
34929	species	Scenopoeetes dentirostris	["Scenopoeetes dentirostris"]	["bSceDen"]	["tooth-billed bowerbird"]		Scenopoeetes dentirostris	Scenopoeetes	Ptilonorhynchidae	Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000							1083114536					78	39	2			in_progress		
34937	species	Sericulus chrysocephalus	["Sericulus chrysocephalus"]	["bSerChr"]	["regent bowerbird"]		Sericulus chrysocephalus	Sericulus	Ptilonorhynchidae	Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000							1083114536					78	39	2			sample_collected		
107234	species	Elminia nigromitrata	["Elminia nigromitrata"]	["bElmNig"]	["dusky crested-flycatcher"]		Elminia nigromitrata	Elminia	Stenostiridae	Passeriformes	Aves	Chordata	Metazoa	1.23046875	1202940000			32485		2024-08-05	Scaffold	1169906558	SAMN41760664	71327542			78	39	2			in_progress		
315553	species	Stenostira scita	["Stenostira scita"]	["bSteSci"]	["Fairy flycatcher"]		Stenostira scita	Stenostira	Stenostiridae	Passeriformes	Aves	Chordata	Metazoa	1.23046875	1202940000							1169906558					78	39	2			in_progress		
1763893	species	Chelidorhynx hypoxanthus	["Chelidorhynx hypoxantha"]	["bCheHyp"]	["yellow-bodied fantail"]		Chelidorhynx hypoxanthus	Chelidorhynx	Stenostiridae	Passeriformes	Aves	Chordata	Metazoa	1.23046875	1202940000							1169906558					78	39	2			in_progress		
107203	species	Culicicapa ceylonensis	["Culicicapa ceylonensis"]	["bCulCey"]			Culicicapa ceylonensis	Culicicapa	Stenostiridae	Passeriformes	Aves	Chordata	Metazoa	1.23046875	1202940000					2023-04-03		1169906558					78	39	2					
107206	species	Culicicapa helianthea	["Culicicapa helianthea"]	["bCulHel"]			Culicicapa helianthea	Culicicapa	Stenostiridae	Passeriformes	Aves	Chordata	Metazoa	1.23046875	1202940000							1169906558					78	39	2			in_progress		
47695	species	Climacteris rufus	["Climacteris rufus"]	["bCliRuf"]	["rufous treecreeper"]		Climacteris rufus	Climacteris	Climacteridae	Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000			72434	15620	2020-07-10	Scaffold	1058972301	CNS0103216;SAMN12253953	863000	95.10000000000001		78	39	2	B10K		insdc_open		
254663	species	Strepera graculina	["Strepera graculina"]	["bStrGra"]	["pied currawong"]		Strepera graculina	Strepera	Artamidae	Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000							1052262442					78	39	2			in_progress		
9132	species	Gymnorhina tibicen	["Gymnorhina tibicen"]	["bGymTib"]	["Australian magpie"]		Gymnorhina tibicen	Gymnorhina	Artamidae	Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000			140542	16013	2020-07-10	Scaffold	1052262442	CNS0103096;SAMN12253831	1191429	95		78	39	2	B10K		insdc_open		
114331	species	Oxyruncus cristatus	["Oxyruncus cristatus"]	["bOxyCri"]	["sharpbill"]		Oxyruncus cristatus	Oxyruncus	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000			75750	15543	2020-07-10	Scaffold	1062467484	CNS0103097;SAMN12253832	1139285			82	41	2	B10K		insdc_open		
137534	species	Phytotoma rutila	["Phytotoma rutila"]	["bPhyRut"]	["white-tipped plantcutter"]		Phytotoma rutila	Phytotoma	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000							1062013881					82	41	2			in_progress		
1506505	species	Doliornis remseni	["Doliornis remseni"]	["bDolRem"]	["chestnut-bellied cotinga"]		Doliornis remseni	Doliornis	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000							1062013881					82	41	2			in_progress		
114392	species	Xipholena punicea	["Xipholena punicea"]	["bXipPun"]	["pompadour cotinga"]		Xipholena punicea	Xipholena	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000							1062013881					82	41	2			in_progress		
114271	species	Ampelioides tschudii	["Ampelioides tschudii"]	["bAmpTsc"]	["Scaled fruiteater"]		Ampelioides tschudii	Ampelioides	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.6201171875	1584360000							1062013881					82	41	2			in_progress		
114312	species	Lipaugus unirufus	["Lipaugus unirufus"]	["bLipUni"]	["rufous piha"]		Lipaugus unirufus	Lipaugus	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.2998046875	1271400000							1062013881					82	41	2			in_progress		
369617	species	Lipaugus vociferans	["Lipaugus vociferans"]	["bLipVoc"]	["Screaming piha"]		Lipaugus vociferans	Lipaugus	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.2998046875	1271400000							1062013881					82	41	2			in_progress		
114371	species	Porphyrolaema porphyrolaema	["Porphyrolaema porphyrolaema"]	["bPorPoh"]	["purple-throated cotinga"]		Porphyrolaema porphyrolaema	Porphyrolaema	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000							1062013881					82	41	2			in_progress		
381437	species	Snowornis subalaris	["Snowornis subalaris"]	["bSnoSub"]	["Grey-tailed piha"]		Snowornis subalaris	Snowornis	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.26953125	1242060000							1062013881					82	41	2			in_progress		
381436	species	Snowornis cryptolophus	["Snowornis cryptolophus"]	["bSnoCry"]	["Olivaceous piha"]		Snowornis cryptolophus	Snowornis	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.419921875	1388760000							1062013881					82	41	2			sample_collected		
1118535	species	Cotinga cotinga	["Cotinga cotinga"]	["bCotCoi"]			Cotinga cotinga	Cotinga	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000							1062013881					82	41	2			in_progress		
114294	species	Ampelis cayana	["? cayana"]	["bCotCay"]	["spangled cotinga"]		Ampelis cayana	Cotinga	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000							1062013881					82	41	2			in_progress		
114336	species	Perissocephalus tricolor	["Perissocephalus tricolor"]	["bPerTri"]	["capuchinbird"]		Perissocephalus tricolor	Perissocephalus	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000							1062013881					82	41	2			in_progress		
114305	species	Haematoderus militaris	["Haematoderus militaris"]	["bHaeMil"]	["crimson fruitcrow"]		Haematoderus militaris	Haematoderus	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000							1062013881					82	41	2			in_progress		
114375	species	Pyroderus scutatus	["Pyroderus scutatus"]	["bPyrScu"]	["red-ruffed fruitcrow"]		Pyroderus scutatus	Pyroderus	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000							1062013881					82	41	2			in_progress		
114276	species	Cephalopterus ornatus	["Cephalopterus ornatus"]	["bCepOrn"]	["amazonian umbrellabird"]		Cephalopterus ornatus	Cephalopterus	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000			75604	15494	2020-07-10	Scaffold	1061560279	CNS0103034;SAMN12253765	292884	91.7		82	41	2	B10K		insdc_open		
1506506	species	Cephalopterus penduliger	["Cephalopterus penduliger"]	["bCepPen"]			Cephalopterus penduliger	Cephalopterus	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000							1061560279					82	41	2					
381433	species	Ampelion rubrocristatus	["Ampelion rubrocristatus"]	["bAmpRub"]	["Red-crested cotinga"]		Ampelion rubrocristatus	Ampelion	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.33984375	1310520000							1062013881					82	41	2			in_progress		
114379	species	Querula purpurata	["Querula purpurata"]	["bQuePur"]	["Purple-throated fruitcrow"]		Querula purpurata	Querula	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.6298828125	1594140000							1062013881					82	41	2			in_progress		
369618	species	Pipreola frontalis	["Pipreola frontalis"]	["bPipFro"]	["Scarlet-breasted fruiteater"]		Pipreola frontalis	Pipreola	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.3701171875	1339860000							1062013881					82	41	2					
649804	species	Pipreola whitelyi	["Pipreola whitelyi"]	["bPipWhi"]			Pipreola whitelyi	Pipreola	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.3701171875	1339860000							1062013881					82	41	2			in_progress		
81879	species	Rupicola rupicola	["Rupicola rupicola"]	["bRupRup"]	["Guianan cock-of-the-rock"]		Rupicola rupicola	Rupicola	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000							1062013881					82	41	2			sample_collected		
114383	species	Rupicola peruvianus	["Rupicola peruvianus"]	["bRupPer"]	["Andean cock-of-the-rock"]		Rupicola peruvianus	Rupicola	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000					2023-04-03		1062013881					82	41	2					
114373	species	Procnias albus	["Procnias albus"]	["bProAlb"]	["white bellbird"]		Procnias albus	Procnias	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000							1062013881					82	41	2			in_progress		
1118819	species	Phoenicircus carnifex	["Phoenicircus carnifex"]	["bPhoCar"]			Phoenicircus carnifex	Phoenicircus	Cotingidae	Passeriformes	Aves	Chordata	Metazoa	1.357421875	1327635000							1062013881					82	41	2			in_progress		
1271627	species	Poliolais lopesi	["Poliolais lopesi"]	["bPolLop"]			Poliolais lopesi	Poliolais		Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000							1059326995					78	39	2			in_progress		
634318	species	Myzornis pyrrhoura	["Myzornis pyrrhoura"]	["bMyzPyr"]			Myzornis pyrrhoura	Myzornis		Passeriformes	Aves	Chordata	Metazoa	1.314453125	1281180000					2023-04-03		1059326995					78	39	2			in_progress		
183167	species	Margarornis squamiger	["Margarornis squamiger"]	["bMarSqu"]			Margarornis squamiger	Margarornis	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000			78901		2024-01-08	Scaffold	1078003465	SAMN37095176	73085388			80	40	2			insdc_open		
3150603	species	Sylviorthorhynchus yanacensis					Sylviorthorhynchus yanacensis	Sylviorthorhynchus	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
589982	species	Roraimia adusta	["Roraimia adusta"]	["bRorAdu"]			Roraimia adusta	Roraimia	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
190301	species	Dendrexetastes rufigula	["Dendrexetastes rufigula"]	["bDenRuf"]	["Cinnamon-throated woodcreeper"]		Dendrexetastes rufigula	Dendrexetastes	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
81886	species	Furnarius rufus	["Furnarius rufus"]	["bFurRuf"]			Furnarius rufus	Furnarius	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000			106628		2024-08-05	Scaffold	1091148165	SAMN14853698	12397575			80	40	2			in_progress		
463165	species	Furnarius figulus	["Furnarius figulus"]	["bFurFig"]			Furnarius figulus	Furnarius	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000			55547	15452	2020-07-10	Scaffold	1020012445	CNS0103143;SAMN12253878	650940	91.2		80	40	2	B10K		insdc_open		
555336	species	Pseudoseisura gutturalis	["Pseudoseisura gutturalis"]	["bPseGut"]			Pseudoseisura gutturalis	Pseudoseisura	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
86273	species	Cranioleuca marcapatae	["Cranioleuca marcapatae"]	["bCraMar"]	["Marcapata spinetail"]		Cranioleuca marcapatae	Cranioleuca	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2802734375	1251840000							1064884461					80	40	2					
86266	species	Cranioleuca albicapilla	["Cranioleuca albicapilla"]	["bCraAlb"]	["Creamy-crested spinetail"]		Cranioleuca albicapilla	Cranioleuca	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.259765625	1232280000							1064884461					80	40	2					
86270	species	Cranioleuca demissa	["Cranioleuca demissa"]	["bCraDem"]			Cranioleuca demissa	Cranioleuca	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2802734375	1251840000							1064884461					80	40	2			in_progress		
86267	species	Cranioleuca antisiensis	["Cranioleuca antisiensis"]	["bCraAnt"]	["Line-cheeked spinetail"]		Cranioleuca antisiensis	Cranioleuca	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.33984375	1310520000							1064884461					80	40	2			in_progress		
307066	species	Geositta maritima	["Geositta maritima"]	["bGeoMar"]	["Greyish miner"]		Geositta maritima	Geositta	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2900390625	1261620000							1064884461					80	40	2					
589937	species	Ancistrops strigilatus	["Ancistrops strigilatus"]	["bAncStr"]	["Chestnut-winged hookbill"]		Ancistrops strigilatus	Ancistrops	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.4296875	1398540000							1064884461					80	40	2					
329518	species	Megaxenops parnaguae	["Megaxenops parnaguae"]	["bMegPar"]			Megaxenops parnaguae	Megaxenops	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
427546	species	Geocerthia serrana	["Geocerthia serrana"]	["bUpuSer"]			Geocerthia serrana	Geocerthia	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
589994	species	Microxenops milleri	["Microxenops milleri"]	["bXenMil"]			Microxenops milleri	Microxenops	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
183153	species	Pseudasthenes cactorum	["Pseudasthenes cactorum"]	["bAstCac"]	["Cactus canastero"]		Pseudasthenes cactorum	Pseudasthenes	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
555228	species	Pseudasthenes steinbachi	["Pseudasthenes steinbachi"]	["bAstSte"]			Pseudasthenes steinbachi	Pseudasthenes	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
329506	species	Premnoplex brunnescens	["Premnoplex brunnescens"]	["bPreBru"]			Premnoplex brunnescens	Premnoplex	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000			41809		2024-01-03	Scaffold	1080659658	SAMN37095189	73282146			80	40	2			insdc_open		
2767503	species	Clibanornis erythrocephalus					Clibanornis erythrocephalus	Clibanornis	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
700768	species	Automolus ochrolaemus	["Automolus ochrolaemus"]	["bAutOch"]	["Buff-throated foliage-gleaner"]		Automolus ochrolaemus	Automolus	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
589939	species	Automolus infuscatus	["Automolus infuscatus"]	["bAutInf"]			Automolus infuscatus	Automolus	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
86279	species	Hellmayrea gularis	["Hellmayrea gularis"]	["bHelGul"]			Hellmayrea gularis	Hellmayrea	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
586367	species	Anabacerthia variegaticeps	["Anabacerthia variegaticeps"]	["bAnaVar"]			Anabacerthia variegaticeps	Anabacerthia	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000			70555		2024-01-11	Scaffold	1072296533	SAMN37095157	72092792			80	40	2			insdc_open		
329510	species	Anabacerthia striaticollis	["Siptornis striaticollis"]	["bAnaStr"]			Anabacerthia striaticollis	Anabacerthia	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1072296533					80	40	2			in_progress		
288037	species	Berlepschia rikeri	["Berlepschia rikeri"]	["bBerRik"]			Berlepschia rikeri	Berlepschia	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
190299	species	Hylexetastes perrotii	["Hylexetastes perrotii"]	["bHylPeo"]			Hylexetastes perrotii	Hylexetastes	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
329516	species	Heliobletus contaminatus	["Heliobletus contaminatus"]	["bHelCot"]			Heliobletus contaminatus	Heliobletus	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
135974	species	Glyphorynchus spirurus	["Glyphorynchus spirurus"]	["bGlySpi"]	["Wedge-billed woodcreeper"]		Glyphorynchus spirurus	Glyphorynchus	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.1396484375	1114920000							1064884461					80	40	2					
255386	species	Xenops minutus	["Xenops minutus"]	["bXenMiu"]	["plain xenops"]		Xenops minutus	Xenops	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000			68880		2024-01-08	Scaffold	1062125804	SAMN37095197	72292265			80	40	2			insdc_open		
307076	species	Aphrastura spinicauda	["Aphrastura spinicauda"]	["bAphSpi"]			Aphrastura spinicauda	Aphrastura	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
1094242	species	Asthenes virgata	["Asthenes virgata"]	["bAstVir"]	["Junin canastero"]		Asthenes virgata	Asthenes	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.4404296875	1408320000							1064884461					80	40	2					
644975	species	Asthenes ottonis	["Asthenes ottonis"]	["bAstOtt"]	["Rusty-fronted canastero"]		Asthenes ottonis	Asthenes	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.3095703125	1281180000							1064884461					80	40	2					
589938	species	Asthenes humilis	["Asthenes humilis"]	["bAstHum"]	["Streak-throated canastero"]		Asthenes humilis	Asthenes	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.3095703125	1281180000							1064884461					80	40	2					
9138	species	Asthenes dorbignyi	["Asthenes dorbignyi"]	["bAstDor"]	["Rusty-vented canastero"]		Asthenes dorbignyi	Asthenes	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2998046875	1271400000							1064884461					80	40	2					
190297	species	Nasica longirostris	["Nasica longirostris"]	["bNasLon"]			Nasica longirostris	Nasica	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
463169	species	Thripadectes rufobrunneus	["Thripadectes rufobrunneus"]	["bThrRuf"]			Thripadectes rufobrunneus	Thripadectes	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1065798241					80	40	2			in_progress		
644990	species	Thripadectes ignobilis	["Automolus ignobilis"]	["bThrIgn"]			Thripadectes ignobilis	Thripadectes	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000			49885		2024-01-11	Scaffold	1065798241	SAMN37095196	72911492			80	40	2			insdc_open		
873176	species	Philydor erythrocercum	["Philydor erythrocercum"]	["bPhiEry"]	["Rufous-rumped foliage-gleaner"]		Philydor erythrocercum	Philydor	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2099609375	1183380000							1064884461					80	40	2			in_progress		
463168	species	Philydor pyrrhodes	["Philydor pyrrhodes"]	["bPhiPyh"]			Philydor pyrrhodes	Philydor	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2099609375	1183380000							1064884461					80	40	2			in_progress		
463166	species	Leptasthenura aegithaloides	["Leptasthenura aegithaloides"]	["bLepAeg"]			Leptasthenura aegithaloides	Leptasthenura	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2802734375	1251840000							1064884461					80	40	2			in_progress		
1094417	species	Leptasthenura xenothorax	["Leptasthenura xenothorax"]	["bLepXen"]	["White-browed tit-spinetail"]		Leptasthenura xenothorax	Leptasthenura	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2998046875	1271400000							1064884461					80	40	2					
1094418	species	Leptasthenura striata	["Leptasthenura striata"]	["bLepSti"]	["Streak-backed tit-spinetail"]		Leptasthenura striata	Leptasthenura	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.259765625	1232280000							1064884461					80	40	2					
329489	species	Phleocryptes melanops	["Phleocryptes melanops"]	["bPhlMel"]			Phleocryptes melanops	Phleocryptes	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
329487	species	Limnornis curvirostris	["Limnornis curvirostris"]	["bLimCur"]			Limnornis curvirostris	Limnornis	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
183173	species	Coryphistera alaudina	["Coryphistera alaudina"]	["bCorAla"]			Coryphistera alaudina	Coryphistera	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
329512	species	Syndactyla rufosuperciliata	["Syndactyla rufosuperciliata"]	["bSynRuo"]	["Buff-browed foliage-gleaner"]		Syndactyla rufosuperciliata	Syndactyla	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2900390625	1261620000							1063970681					80	40	2					
1094533	species	Syndactyla ruficollis	["Syndactyla ruficollis"]	["bSynRui"]			Syndactyla ruficollis	Syndactyla	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2900390625	1261620000							1063970681					80	40	2			in_progress		
1094532	species	Syndactyla roraimae	["Syndactyla roraimae"]	["bAutRor"]			Syndactyla roraimae	Syndactyla	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2900390625	1261620000							1063970681					80	40	2			in_progress		
2510090	species	Syndactyla ucayalae	["Simoxenops ucayalae"]	["bSynUca"]	["Peruvian recurvebill"]		Syndactyla ucayalae	Syndactyla	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2900390625	1261620000							1063970681					80	40	2			in_progress		
1094534	species	Syndactyla subalaris	["Syndactyla subalaris"]	["bSynSua"]			Syndactyla subalaris	Syndactyla	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2900390625	1261620000			57184		2024-01-11	Scaffold	1063970681	SAMN37095193	73235165			80	40	2			insdc_open		
427548	species	Upucerthia albigula	["Upucerthia albigula"]	["bUpuAlb"]	["White-throated earthcreeper"]		Upucerthia albigula	Upucerthia	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2802734375	1251840000							1064884461					80	40	2					
1094395	species	Cinclodes albidiventris	["Cinclodes albidiventris"]	["bCinAld"]	["Chestnut-winged cinclodes"]		Cinclodes albidiventris	Cinclodes	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.3701171875	1339860000							1064884461					80	40	2					
279547	species	Cinclodes excelsior	["Cinclodes excelsior"]	["bCinExc"]	["stout-billed Cinclodes"]		Cinclodes excelsior	Cinclodes	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.3701171875	1339860000							1064884461					80	40	2			in_progress		
183159	species	Lochmias nematura	["Lochmias nematura"]	["bLocNem"]			Lochmias nematura	Lochmias	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
1094510	species	Sclerurus caudacutus	["Sclerurus caudacutus"]	["bSclCau"]	["Black-tailed leaftosser"]		Sclerurus caudacutus	Sclerurus	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.349609375	1320300000							1046918217					80	40	2					
265632	species	Sclerurus mexicanus	["Sclerurus mexicanus"]	["bSclMex"]	["Tawny-throated leaftosser"]		Sclerurus mexicanus	Sclerurus	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.26953125	1242060000			128486	15594	2020-07-10	Scaffold	1046918217	CNS0103036;SAMN12253767	1030170	94.30000000000001		80	40	2	B10K		insdc_open		
183171	species	Anumbius annumbi	["Anumbius annumbi"]	["bAnuAnn"]			Anumbius annumbi	Anumbius	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.2919921875	1261620000							1064884461					80	40	2			in_progress		
1094521	species	Synallaxis kollari	["Synallaxis kollari"]	["bSynKol"]			Synallaxis kollari	Synallaxis	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.349609375	1320300000							1064884461					82	41	2			in_progress		
265635	species	Synallaxis cinerascens	["Synallaxis cinerascens"]	["bSynCin"]	["grey-bellied spinetail"]		Synallaxis cinerascens	Synallaxis	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.349609375	1320300000							1064884461					82	41	2			in_progress		
478618	species	Synallaxis frontalis	["Synallaxis frontalis"]	["bSynFro"]			Synallaxis frontalis	Synallaxis	Furnariidae	Passeriformes	Aves	Chordata	Metazoa	1.349609375	1320300000							1064884461					82	41	2					
