"scientific_name","species","subspecies","subfamily","cites_annex","iucn_category","individuals","sex","superclass","cell_line","karyotype","dna","rna","wgs_sequencing","rna_seq","i_psc","tissue_of_origin","alternative_name","species_","taxon_id","synonym","tolid_prefix","assembly_id","assembly_name","genbank_accession","refseq_accession","genus","family","order","class","phylum","kingdom","superkingdom","c_value","genome_size","genome_size_draft","contig_n50","gene_count","assembly_date","assembly_level","assembly_span","scaffold_n50","busco_completeness","chromosome_number","haploid_number","ploidy","sequencing_status","published","TOGA","common_name","genome_match","species_genome","divergence_mya_adj","taxon_id_ref","status","precomputed_age","adjusted_age","zoonomia","genome","annotation","individuals_cl","cell_lines","fibro","pbmc","ipsc","fibro_l","nspecies","cat","cat_num","fibro2","to_process","order2","selected"
"Elaphurus davidianus","Elaphurus davidianus",NA,NA,"-","EXTINCT IN THE WILD",5,"F/F/F/M/M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue (ear)",NA,"Elaphurus_davidianus","43332","Cervus davidianus",NA,NA,NA,NA,NA,"Elaphurus","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.193359375,3168720000,NA,32707,NA,"2021-12-01","Scaffold",2524808978,3039716,94,68,34,2,"insdc_open",NA,"toga1","Père David's deer,Pere David's deer","species","Elaphurus davidianus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,5,5,5,0,0,TRUE,34,"Both",1,5,2,"Artiodactyla",TRUE
"Dama dama","Dama dama",NA,NA,"I","LEAST CONCERN",2,"F/F","Mammalia","Fibro",NA,"X",NA,NA,NA,NA,"Tissue",NA,"Dama_dama","30532","Cervus dama;Cervus albus;Cervus leucaethiops;Cervus maura;Cervus mauricus;Cervus niger;Cervus platyceros;Cervus plinii;Cervus varius",NA,NA,NA,NA,NA,"Dama","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.193359375,3168720000,NA,68791581,NA,"2024-10-18","Chromosome",3104280228,77069784,NA,68,34,2,"insdc_open",NA,"toga2","Fallow deer,Fallow deer;fallow deer","species","Dama dama",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,2,2,"Artiodactyla",FALSE
"Beatragus hunteri","Beatragus hunteri",NA,NA,NA,"CRITICALLY ENDANGERED",1,NA,"Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Beatragus_hunteri","59527","Cobus hunteri;? hunteri;Damaliscus hunteri",NA,NA,NA,NA,NA,"Beatragus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.98046875,3853320000,NA,57444,NA,"2019-01-16","Scaffold",2697255800,69303,NA,58,19,2,"published","ZOONOMIA","toga1",NA,"species","Beatragus hunteri",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
"Bos grunniens","Bos grunniens",NA,NA,NA,"VULNERABLE",2,"F/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Bos_grunniens","30521","Bos mutus grunniens;Peophagus grunniens;Bos bunnelli",NA,NA,NA,NA,NA,"Bos","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.650390625,3569700000,NA,44716738,NA,"2019-06-10","Chromosome",2831460571,114386978,NA,60,30,2,"insdc_open",NA,"not_in_toga","Domestic yak,domestic yak","species","Bos grunniens",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,2,2,"Artiodactyla",FALSE
"Ovis aries musimon","Ovis aries","musimon",NA,NA,"NA",3,"F/F/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Ovis_aries","9940","Ovis ammon aries;Ovis orientalis aries;Ovis ovis;Ovis guineensis;Ovis laristanica;Ovis musimon;Ovis ophion;Ovis orientalis;Ovis strepsiceros",NA,NA,NA,NA,NA,"Ovis","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.30078125,3227400000,NA,43178051,20643,"2023-07-20","Chromosome",2654047367,107697089,NA,54,27,2,"insdc_open",NA,"toga1","Mouflon,Sheep;sheep","species","Ovis aries",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,3,3,3,0,0,TRUE,34,"Both",1,3,2,"Artiodactyla",FALSE
"Bison bison","Bison bison",NA,NA,NA,"NEAR THREATENED",3,"F/M/M","Mammalia","Fibro",NA,"X","X",NA,NA,NA,"Tissue",NA,"Bison_bison","9901","Bos (Bison) bison;Bos bison;Bison americanus;Bison americanus pennsylvanicus;Bison bison athabasacae;Bison bison athabascae;Bison bison bison;Bison bison septemtrionalis;Bison sylvestris",NA,NA,NA,NA,NA,"Bison","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,4.8984375,4792200000,NA,18844,NA,"2023-04-03","Scaffold",2953606000,6873254,NA,60,30,2,"insdc_open",NA,"toga1/2","American bison,Buffalo","species","Bison bison",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,3,1,1,0,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
"Hippopotamus amphibius","Hippopotamus amphibius",NA,NA,"II","VULNERABLE",2,"M/F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Hippopotamus_amphibius","9833","Hippopotamus amphibious;Hippopotamus incognitus",NA,NA,NA,NA,NA,"Hippopotamus","Hippopotamidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.189453125,3041580000,NA,49478000,NA,"2023-04-03","Chromosome",2425746322,141669128,95.2,36,18,2,"published","ZOONOMIA","toga1","Hippopotamus,hippopotamus","species","Hippopotamus amphibius",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,2,2,"Artiodactyla",FALSE
"Muntiacus muntjak","Muntiacus muntjak",NA,NA,NA,"LEAST CONCERN",1,"M","Mammalia","Fibro",NA,"X","X",NA,NA,NA,"Tissue (skin)",NA,"Muntiacus_muntjak","9888","Muntiacus muntjac",NA,NA,NA,NA,NA,"Muntiacus","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.150390625,3080700000,NA,215534,25737,"2019-10-07","Chromosome",2573529099,682452208,NA,6,23,2,"insdc_open",NA,"not_in_toga","Southern Red Muntjac,Barking deer;muntjak","species","Muntiacus muntjak",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
"Tursiops truncatus","Tursiops truncatus",NA,NA,"II","LEAST CONCERN",1,"F","Mammalia","Fibro","X","X",NA,"X",NA,NA,"Tissue",NA,"Tursiops_truncatus","9739","Delphinus cymodoce;Delphinus truncatus;Tursiops cymodoce;Delphinus compressicauda;Delphinus erebennus;Delphinus metis;Delphinus metis</i> [No.1];Delphinus nesarnack;Delphinus nesarnak;Delphinus parvimanus;Delphinus troncatus;Delphinus tursio;Delphinus tursio obtusus;Phocoena compressicauda;Tursio compressicauda;Tursio cymodice;Tursio metis;Tursio truncatus;Tursiops coerulescens;Tursiops communis;Tursiops compressicauda;Tursiops eurynome;Tursiops gephyreus;Tursiops gilli;Tursiops gillii;Tursiops maugeanus;Tursiops nuuanu;Tursiops parvimanus;Tursiops ponticus;Tursiops subridens;Tursiops truncantus;Tursiops truncatus gillii;Tursiops tursio;Tursiops tursio obtusus",NA,NA,NA,NA,NA,"Tursiops","Delphinidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.150390625,3080700000,NA,9729386,NA,"2024-12-12","Chromosome",2378505825,108430135,89,44,18,2,"published","CGP","not_in_toga","Bottlenose dolphin,Bottlenose dolphin;common bottlenose dolphin","species","Tursiops truncatus",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
"Delphinapterus leucas","Delphinapterus leucas",NA,NA,"II","LEAST CONCERN",1,"M","Mammalia","Fibro",NA,"x",NA,"x",NA,NA,"Tissue",NA,"Delphinapterus_leucas","9749","Delphinus leucas;Balaena albicans;Beluga angustata;Beluga borealis;Beluga canadensis;Beluga catodon;Beluga concreta;Beluga declivis;Beluga glacialis;Beluga kingii;Beluga rhinodon;Beluga vermontana;Catodon albicans;Catodon canadensis;Catodon candicans;Catodon sibbaldi;Cephalorhynchus hectori albus;Delphinapterus beluga;Delphinapterus catodon;Delphinapterus concreta;Delphinapterus dorofeevi;Delphinapterus freimani;Delphinapterus kingi;Delphinapterus leucas marisalbi;Delphinapterus marisalbi;Delphinapterus vermontanus;Delphinus albians;Delphinus albicans;Delphinus canadensis;Delphinus kingii;Delphinus leucaster;Delphinus phocaena albus;Delphinus vermontana;Inia canadensis;Physeter macrocephalus albicans",NA,NA,NA,NA,NA,"Delphinapterus","Monodontidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.2890625,3217620000,NA,196689,NA,"2019-09-03","Scaffold",2362758273,31183418,90.7,44,18,2,"insdc_open",NA,"toga1","Beluga Whale,Beluga whale;Beluga;beluga whale","species","Delphinapterus leucas",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
"Megaptera novaeangliae","Megaptera novaeangliae",NA,NA,NA,"LEAST CONCERN",1,"U","Mammalia","Fibro",NA,"X",NA,"X",NA,NA,"Tissue",NA,"Megaptera_novaeangliae","9773","Balaena novaeangliae;Balaena allamack;Balaena atlanticus;Balaena boops;Balaena gibbosa;Balaena lalandii;Balaena longimana;Balaena longipinna;Balaena nodosa;Balaena sulcata antarctica;Balaenoptera antarctica;Balaenoptera astrolabae;Balaenoptera astrolabe;Balaenoptera australis;Balaenoptera capensis;Balaenoptera gibbosa;Balaenoptera leucopteron;Balaenoptera syncondylus;Kyphobalaena keporkak;Megaptera americana;Megaptera antarctica;Megaptera australis;Megaptera bellicosa;Megaptera boops;Megaptera brasiliensis;Megaptera braziliensis;Megaptera burmeisteri;Megaptera gigas;Megaptera indica;Megaptera kusira;Megaptera kuzira;Megaptera lalandii;Megaptera longimana;Megaptera longimana morei;Megaptera longipinna;Megaptera nodosa;Megaptera nodosa bellicosa;Megaptera nodosa lalandii;Megaptera nodosa nodosa;Megaptera nodosa novaezealandiae;Megaptera nodosa novaezelandiae;Megaptera nodosa osphyia;Megaptera novaeangliae australis;Megaptera novaezealandiae;Megaptera novaezelandiae;Megaptera osphya;Megaptera osphyia;Megaptera poescop;Megaptera poeskop;Megaptera versabilis;Poescopia lalandii;Rorqualus antarcticus;Rorqualus australis",NA,NA,NA,NA,NA,"Megaptera","Balaenopteridae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,2.9296875,2865540000,NA,36344089,NA,"2024-09-09","Chromosome",3146604256,107416641,NA,44,18,2,"published","CGP","toga2","Humpback Whale,Humpback whale;humpback whale","species","Megaptera novaeangliae",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,1,1,1,0,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
"Delphinus delphis","Delphinus delphis",NA,NA,NA,"LEAST CONCERN",1,"M","Mammalia","Fibro",NA,NA,NA,NA,NA,NA,"Tissue",NA,"Delphinus_delphis","9728","Delphinus albimanus;Delphinus algeriensis;Delphinus bairdi;Delphinus capensis;Delphinus delphus;Delphinus fluvofasciatus;Delphinus forsteri;Delphinus frithii;Delphinus fulvifasciatus;Delphinus fulvofasciatus;Delphinus janira;Delphinus loriger;Delphinus marginatus;Delphinus microps;Delphinus moorei;Delphinus novaezealandiae;Delphinus novaezeelandiae;Delphinus novaezelandiae;Delphinus pliocaenicus;Delphinus pliocaenus;Delphinus ponticus;Delphinus sao;Delphinus sowerbianus;Delphinus vulgaris;Delphinus zelandae;Eudelphinus delphis;Eudelphinus pliocaenus;Grampus sowerbianus",NA,NA,NA,NA,NA,"Delphinus","Delphinidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.150390625,3080700000,NA,3627551,NA,"2024-09-07","Chromosome",2663516986,107080983,95.4,44,18,2,"published","CGP","toga2","Common Dolphin,Common dolphin;saddleback dolphin","species","Delphinus delphis",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,1,0,1,0,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
"Muntiacus reevesi","Muntiacus reevesi",NA,NA,"-","LEAST CONCERN",2,"F/M","Mammalia","Fibro",NA,"X","X","X","X",NA,NA,NA,"Muntiacus_reevesi","9886","Cervus reevesi",NA,NA,NA,NA,NA,"Muntiacus","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,2.990234375,2924220000,NA,5780196,26044,"2024-01-31","Chromosome",2656168540,114544513,96.2,46,23,2,"insdc_open",NA,"toga2","Muntiacus reevesi,Reeves's (Chinese) muntjac;Reeve's Muntjac;Reeves' muntjac","species","Muntiacus reevesi",1e-4,NA,NA,NA,NA,TRUE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,2,2,"Artiodactyla",FALSE
"Phacochoerus africanus","Phacochoerus africanus",NA,NA,"-","LEAST CONCERN",5,"M/F/F/M","Mammalia","Fibro","X","X","X","X","X",NA,"Tissue",NA,"Phacochoerus_africanus","41426","Sus africanus",NA,NA,NA,NA,NA,"Phacochoerus","Suidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,2.94921875,2885100000,NA,10602503,NA,"2021-02-19","Chromosome",2435083091,141887063,95.6,34,17,2,"insdc_open",NA,"toga2","Warthog,Common warthog","species","Phacochoerus africanus",1e-4,NA,NA,NA,NA,FALSE,TRUE,TRUE,5,4,4,0,0,TRUE,34,"Both",1,4,2,"Artiodactyla",TRUE
"Connochaetes gnou","Connochaetes gnou",NA,NA,"-","LEAST CONCERN",1,"M","Mammalia","Fibro",NA,"X",NA,NA,NA,NA,"Tissue",NA,"Connochaetes_gnou","59528","Antilope gnou",NA,NA,NA,NA,NA,"Connochaetes","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.98046875,3853320000,NA,70608,NA,"2019-06-24","Scaffold",2644042816,366224,NA,58,29,2,"insdc_open",NA,"not_in_toga",NA,"genus","Connochaetes taurinus",1.32,"9927","OK",1.32,0,FALSE,TRUE,FALSE,2,2,1,1,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
"Axis axis","Axis axis",NA,NA,"-","LEAST CONCERN",1,"F","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Axis_axis","30531","Cervus axis",NA,NA,NA,NA,NA,"Axis","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.193359375,3168720000,NA,172761,NA,"2018-11-20","Scaffold",2676163295,20764858,NA,66,33,2,"insdc_open",NA,"not_in_toga",NA,"genus","Axis porcinus",3.1893,"57737","OK",3.1893,3.47087,FALSE,TRUE,FALSE,2,2,2,0,0,TRUE,34,"Both",1,2,2,"Artiodactyla",FALSE
"Potamochoerus porcus","Potamochoerus porcus",NA,NA,"-","LEAST CONCERN",2,"M/M","Mammalia","Fibro",NA,NA,NA,NA,NA,NA,"Tissue",NA,"Potamochoerus_porcus","273791","Sus porcus",NA,NA,NA,NA,NA,"Potamochoerus","Suidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,2.94921875,2885100000,NA,10602503,NA,"2021-02-19","Chromosome",2435083091,141887063,95.6,34,17,2,"insdc_open",NA,"toga2",NA,"family","Phacochoerus africanus",8.0976,"41426","OK",8.0976,0,FALSE,TRUE,TRUE,2,2,2,0,0,TRUE,34,"Both",1,2,2,"Artiodactyla",FALSE
"Capra pyrenaica hispanica","Capra pyrenaica","hispanica",NA,NA,"LEAST CONCERN",1,"M","Mammalia","Fibro",NA,"X","X","X","X",NA,"Tissue",NA,"Capra_pyrenaica","80419","Capra pyrenaica cabrerae;Capra pyrenaica hispanica;Capra pyrenaica lusitanica;Capra pyrenaica nowaki;Capra pyrenaica pyrenaica;Capra pyrenaica victoriae",NA,NA,NA,NA,NA,"Capra","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa",NA,3.234375,3163830000,NA,19347,NA,"2015-04-24","Chromosome",2828873048,91317560,88.2,60,30,2,"insdc_open",NA,"not_in_toga",NA,"genus","Capra aegagrus",1.76776,"9923","OK",1.76776,0,FALSE,TRUE,FALSE,1,1,1,0,0,TRUE,34,"Both",1,1,1,"Artiodactyla",FALSE
