"scientific_name","species","subspecies","common_name","family","zims_species360","origin","sex","cell_type","karyotype","sample_id","animal_ID","line2","line3","cnag_id","iucn","superclass","status","iPSC","species_short","link","dna","karyo","rna","seq"
"Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH20-05466","CAPTIVE","U","Primary",NA,"Amm_Ler_2","A44",NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Amm_Ler","https://animaldiversity.org/accounts/Ammotragus_lervia/",FALSE,FALSE,FALSE,FALSE
"Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH20-05469-IA","-","M","Fibro","Ammotragus lervia fassini A46","Amm_Ler_3","A46",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Amm_Ler","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9899",TRUE,TRUE,FALSE,FALSE
"Ammotragus lervia fassini","Ammotragus lervia","fassini","Barbary Sheep","Bovidae","QGH21-05618","-","U","Fibro","Ammotragus lervia fassini A94","Amm_Ler_4","A94",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Amm_Ler",NA,TRUE,TRUE,FALSE,FALSE
"Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","QGH22-05906-IA","-","F","Fibro",NA,"Cap_Hir_1","A262",NA,NA,NA,"NA","Mammalia",TRUE,FALSE,"Cap_Hir",NA,FALSE,FALSE,FALSE,FALSE
"Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","QGH22-05914","CAPTIVE","M","Fibro",NA,"Cap_Hir_2","A270",NA,NA,NA,"NA","Mammalia",TRUE,FALSE,"Cap_Hir",NA,FALSE,FALSE,FALSE,FALSE
"Capra hircus","Capra hircus",NA,"Domestic goat","Bovidae","QGH12-00146","CAPTIVE","F","Primary",NA,"Cap_Hir_3","A366",NA,NA,NA,"NA","Mammalia",FALSE,FALSE,"Cap_Hir",NA,FALSE,FALSE,FALSE,FALSE
"Capra pyrenaica hispanica","Capra pyrenaica","hispanica","Spanish ibex","Bovidae","VCF19-03044/ADRID Z / CAH18","CAPTIVE","M","Fibro",NA,"Cap_Pyr_1","A470",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Cap_Pyr",NA,TRUE,FALSE,TRUE,FALSE
"Beatragus hunteri","Beatragus hunteri",NA,"Hirola","Bovidae","-",NA,NA,"Fibro",NA,"Bea_Hun_1","A374",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Bea_Hun","https://www.iucnredlist.org/species/6234/50185297",TRUE,FALSE,FALSE,FALSE
"Bos grunniens","Bos grunniens",NA,"Domestic yak","Bovidae","27917608/MADRID Z / Y12","CAPTIVE","F","Fibro",NA,"Bos_Gru_1","A424",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Bos_Gru","https://www.iucnredlist.org/species/2892/101293528",TRUE,FALSE,FALSE,FALSE
"Bos grunniens","Bos grunniens",NA,"Domestic yak","Bovidae","27917621/MADRID Z / Y13","CAPTIVE","F","Fibro",NA,"Bos_Gru_2","A495",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Bos_Gru",NA,TRUE,FALSE,TRUE,FALSE
"Ovis aries musimon","Ovis aries","musimon","Mouflon","Bovidae","2791786/MADRID Z / MUF30","CAPTIVE","F","Fibro",NA,"Ovi_Ari_1","A471",NA,NA,NA,"NA","Mammalia",TRUE,FALSE,"Ovi_Ari",NA,TRUE,FALSE,TRUE,FALSE
"Ovis aries musimon","Ovis aries","musimon","Mouflon","Bovidae","27917788/ MADRID Z / MUF45","CAPTIVE","F","Fibro",NA,"Ovi_Ari_2","A474",NA,NA,NA,"NA","Mammalia",TRUE,FALSE,"Ovi_Ari",NA,TRUE,FALSE,TRUE,FALSE
"Ovis aries musimon","Ovis aries","musimon","Mouflon","Bovidae","26633923/ BARCELONA / 10437","CAPTIVE","F","Fibro",NA,"Ovi_Ari_3","A511",NA,NA,NA,"NA","Mammalia",TRUE,FALSE,"Ovi_Ari",NA,TRUE,FALSE,FALSE,FALSE
"Rangifer tarandus","Rangifer tarandus",NA,"Reindeer","Cervidae","MIG12-29480586/MADRID Z / RE81","CAPTIVE","F","Fibro",NA,"Ran_Tar_1","A208",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Ran_Tar","https://www.iucnredlist.org/species/29742/22167140",FALSE,FALSE,FALSE,FALSE
"Rangifer tarandus","Rangifer tarandus",NA,"Reindeer","Cervidae","MIG12-29480614/: MADRID Z / RE89","CAPTIVE","M","Fibro",NA,"Ran_Tar_2","A475",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Ran_Tar","https://animaldiversity.org/accounts/Rangifer_tarandus/",FALSE,FALSE,FALSE,FALSE
"Rangifer tarandus","Rangifer tarandus",NA,"Reindeer","Cervidae","WKP19-01709/: MADRID Z / RE106","CAPTIVE","F","Fibro",NA,"Ran_Tar_3","A493",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Ran_Tar","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=86327&lvl=3&lin=f&keep=1&srchmode=1&unlock",TRUE,FALSE,FALSE,FALSE
"Axis axis","Axis axis",NA,"Spotted deer","Cervidae","QGH14-02142","-","F","Fibro",NA,"Axi_Axi_1","A239",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Axi_Axi","https://www.iucnredlist.org/species/41783/22158006",FALSE,FALSE,FALSE,FALSE
"Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","23574543/BARCELONA255","CAPTIVE","F","Fibro",NA,"Ela_Dav_1","A271",NA,NA,NA,"EW","Mammalia",TRUE,FALSE,"Ela_Dav","https://www.iucnredlist.org/species/7121/22159785",TRUE,FALSE,TRUE,FALSE
"Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","MIG12-28066865/BARCELONA / 10882","CAPTIVE","F","Fibro",NA,"Ela_Dav_2","A382",NA,NA,NA,"EW","Mammalia",TRUE,FALSE,"Ela_Dav","https://animaldiversity.org/accounts/Elaphurus_davidianus/",TRUE,FALSE,TRUE,FALSE
"Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","MIG12-29480578/MADRID Z / CP15","CAPTIVE","F","Fibro",NA,"Ela_Dav_3","A418",NA,NA,NA,"EW","Mammalia",TRUE,FALSE,"Ela_Dav",NA,TRUE,FALSE,TRUE,FALSE
"Elaphurus davidianus","Elaphurus davidianus",NA,"Père David's deer","Cervidae","WKP19-01706/MADRID Z / CP33","CAPTIVE","M","Fibro",NA,"Ela_Dav_4","A482",NA,NA,NA,"EW","Mammalia",TRUE,FALSE,"Ela_Dav",NA,TRUE,FALSE,TRUE,FALSE
"Dama dama","Dama dama",NA,"Fallow deer","Cervidae","MIG12-29480644/MADRID Z / GAM53","CAPTIVE","F","Fibro",NA,"Dam_Dam_1","A284",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Dam_Dam","https://www.iucnredlist.org/species/42188/10656554",FALSE,FALSE,FALSE,FALSE
"Muntiacus reevesi","Muntiacus reevesi",NA,"Muntiacus reevesi","Cervidae","WKP13-00240/MADRID Z / MU9","CAPTIVE","F","Fibro",NA,"Mun_Ree_1","A446",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Mun_Ree",NA,TRUE,FALSE,FALSE,FALSE
"Giraffa camelopardalis","Giraffa camelopardalis",NA,"Rothschilds giraffe/Angolesis Giraffe","Giraffidae","ELCHE SAF / 1397","CAPTIVE","F","Fibro","Giraffa camelopardalis  A48","Gir_Cam_1","A48",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gir_Cam","https://www.iucnredlist.org/species/9194/136266699",TRUE,TRUE,FALSE,FALSE
"Giraffa camelopardalis","Giraffa camelopardalis",NA,"Rothschilds giraffe/Angolesis Giraffe","Giraffidae","-",NA,NA,"Fibro","Giraffa camelopardalis A12","Gir_Cam_2","A12",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Gir_Cam","https://animaldiversity.org/accounts/Giraffa_camelopardalis/",TRUE,TRUE,FALSE,TRUE
"Hexaprotodon liberiensis","Hexaprotodon liberiensis",NA,"Pygmi Hippopotamus","Hippopotamidae","8759764.0","CAPTIVE","F","Fibro","Choeropsis liberiensis A37","Hex_Lib_1","A37",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Hex_Lib","https://www.iucnredlist.org/species/10032/18567171",TRUE,TRUE,FALSE,FALSE
"Hippopotamus amphibius","Hippopotamus amphibius",NA,"Hippopotamus","Hippopotamidae","MIG12-10970252/BIOPARCVA / V08358","CAPTIVE","M","Fibro",NA,"Hip_Amp_1","A504",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Hip_Amp","https://www.iucnredlist.org/species/10103/18567364",TRUE,FALSE,FALSE,FALSE
"Camelus bactrianus","Camelus bactrianus",NA,"Bactrian Camel","Camelidae","MIG12-28066788/BARCELONA / 8336","CAPTIVE","M","Fibro",NA,"Cam_Bac_1","A143",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Cam_Bac","https://www.iucnredlist.org/species/63543/12689285",TRUE,FALSE,FALSE,FALSE
"Camelus bactrianus","Camelus bactrianus",NA,"Bactrian Camel","Camelidae","22395398/22395398","UNKNOWN","F","Fibro",NA,"Cam_Bac_2","A514",NA,NA,NA,"CR","Mammalia",TRUE,FALSE,"Cam_Bac","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=info&id=9837",FALSE,FALSE,FALSE,FALSE
"Lama guanicoe","Lama guanicoe",NA,"Guanaco","Camelidae","17963810/BARCELONA / 5541","CAPTIVE","F","Fibro",NA,"Lam_Gua_1","A168",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Lam_Gua","https://www.iucnredlist.org/species/11186/18540211",FALSE,FALSE,FALSE,FALSE
"Lama guanicoe","Lama guanicoe",NA,"Guanaco","Camelidae",NA,NA,NA,"Fibro",NA,"Lam_Gua_2","A31",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Lam_Gua","https://animaldiversity.org/accounts/Lama_guanicoe/",TRUE,FALSE,FALSE,FALSE
"Lama guanicoe","Lama guanicoe",NA,"Guanaco","Camelidae","18263842/BARCELONA / 9576","CAPTIVE","F","Primary",NA,"Lam_Gua_3","A429",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Lam_Gua","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=273910",FALSE,FALSE,FALSE,FALSE
"Sus scrofa","Sus scrofa",NA,"Wild boar","Suidae","27918154/MADRID Z / JB24","CAPTIVE","F","Fibro",NA,"Sus_Scr_1","A159",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Sus_Scr",NA,TRUE,FALSE,FALSE,FALSE
"Phacochoerus africanus","Phacochoerus africanus",NA,"Warthog","Suidae","MIG12-29239592/BARCELONA / 11035","CAPTIVE","F","Fibro",NA,"Pha_Afr_1","A288",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Pha_Afr","https://www.iucnredlist.org/species/41768/109669842",TRUE,FALSE,FALSE,FALSE
"Phacochoerus africanus","Phacochoerus africanus",NA,"Warthog","Suidae","26179436/BARCELONA / 10958 / 10958","CAPTIVE","F","Fibro",NA,"Pha_Afr_2","A289",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Pha_Afr",NA,TRUE,FALSE,FALSE,FALSE
"Phacochoerus africanus","Phacochoerus africanus",NA,"Warthog","Suidae","MIG12-28621074","CAPTIVE","M","Fibro",NA,"Pha_Afr_3","A247",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Pha_Afr",NA,FALSE,FALSE,FALSE,FALSE
"Phacochoerus africanus","Phacochoerus africanus",NA,"Warthog","Suidae","26179436/BARCELONA / 10958","CAPTIVE","F","Fibro",NA,"Pha_Afr_4","A423",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Pha_Afr",NA,TRUE,FALSE,FALSE,FALSE
"Potamochoerus porcus","Potamochoerus porcus",NA,"Red River Hog","Suidae","MIG12-28806139","CAPTIVE","M","Fibro",NA,"Pot_Por_1","A348",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Pot_Por","https://www.iucnredlist.org/species/41771/100469961",FALSE,FALSE,FALSE,FALSE
"Potamochoerus porcus","Potamochoerus porcus",NA,"Red River Hog","Suidae","MIG12-28806138/MADRID Z / POT6","CAPTIVE","M","Fibro",NA,"Pot_Por_2","A448",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Pot_Por",NA,TRUE,FALSE,FALSE,FALSE
"Tursiops truncatus","Tursiops truncatus",NA,"Bottlenose dolphin","Delphinidae","MIG12-30088917","WILD","F","Fibro","Tursiops truncatus A4","Tur_Tru_1","A4",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Tur_Tru","https://www.iucnredlist.org/species/22563/156932432",TRUE,TRUE,FALSE,TRUE
"Delphinapterus leucas","Delphinapterus leucas",NA,"Beluga Whale","Monodontidae",NA,NA,NA,"Fibro",NA,"Del_Leu_1","A304",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Del_Leu",NA,TRUE,FALSE,FALSE,FALSE
"Megaptera novaeangliae","Megaptera novaeangliae",NA,"Humpback Whale","Balaenopteridae","-","WILD",NA,"Fibro",NA,"Meg_Nov_1","A331",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Meg_Nov",NA,TRUE,FALSE,FALSE,FALSE
"Delphinus delphis","Delphinus delphis",NA,"Common Dolphin","Delphinidae","-","WILD",NA,"Primary",NA,"Del_Del_1","A343",NA,NA,NA,"LC","Mammalia",FALSE,FALSE,"Del_Del",NA,FALSE,FALSE,FALSE,FALSE
"Equus quagga","Equus quagga",NA,"Chapman's zebra","Equidae","QGH16-04272","CAPTIVE","M","Fibro",NA,"Equ_Qua_1","A260",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Equ_Qua","https://www.iucnredlist.org/species/41013/45172424",FALSE,FALSE,FALSE,FALSE
"Equus quagga","Equus quagga",NA,"Chapman's zebra","Equidae",NA,NA,NA,"Fibro","Equus burchelli chapmanni A15","Equ_Qua_2","A15",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Equ_Qua","https://animaldiversity.org/accounts/Equus_burchellii/",TRUE,TRUE,TRUE,TRUE
"Equus quagga burchelli","Equus quagga","burchelli","Burchell's zebra","Equidae","CGM23-01560/PARQNATUR / 1664","CAPTIVE",NA,"Primary",NA,"Equ_Qua_3","A485",NA,NA,NA,"NT","Mammalia",FALSE,FALSE,"Equ_Qua",NA,FALSE,FALSE,FALSE,FALSE
"Equus ferus","Equus ferus",NA,"Monchio Horse","Equidae","-",NA,NA,"PBMc",NA,"Equ_Fer_1","A62",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Equ_Fer",NA,FALSE,FALSE,FALSE,FALSE
"Equus ferus","Equus ferus",NA,"Monchio Horse","Equidae","-",NA,NA,"PBMc",NA,"Equ_Fer_2","A63",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Equ_Fer",NA,FALSE,FALSE,FALSE,FALSE
"Equus caballus przewalskii","Equus caballus","przewalskii","Przewalski's horse","Equidae","MQH17-01033/JEREZ / CP13","CAPTIVE","F","Fibro",NA,"Equ_Cab_1","A308",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Equ_Cab","https://www.iucnredlist.org/species/41763/97204950",TRUE,FALSE,FALSE,FALSE
"Equus caballus","Equus caballus",NA,"Horse (domestic)","Equidae","27919177/MADRID Z / CMIN1","CAPTIVE","M","Fibro",NA,"Equ_Cab_2","A489",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Equ_Cab",NA,TRUE,FALSE,FALSE,FALSE
"Ceratotherium simum","Ceratotherium simum",NA,"Southern white rhinoceros","Rhinocerotidae","-","CAPTIVE",NA,"Primary",NA,"Cer_Sim_1",NA,NA,NA,NA,"NT","Mammalia",FALSE,FALSE,"Cer_Sim","https://animaldiversity.org/accounts/Ceratotherium_simum/",FALSE,FALSE,FALSE,FALSE
"Ceratotherium simum","Ceratotherium simum",NA,"Southern white rhinoceros","Rhinocerotidae","MIG12-28325736/ BARCELONA / 8556","CAPTIVE","M","Fibro",NA,"Cer_Sim_2","A501",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Cer_Sim","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9807",TRUE,FALSE,FALSE,FALSE
"Ceratotherium simum","Ceratotherium simum",NA,"Southern white rhinoceros","Rhinocerotidae","19119884/BIOPARCVA / V07018","CAPTIVE","M","Fibro",NA,"Cer_Sim_3","A506",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Cer_Sim",NA,FALSE,FALSE,TRUE,FALSE
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","QGH16-04155/12780",NA,NA,"Fibro",NA,"Pan_Leo_1","A14",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Pan_Leo","https://www.iucnredlist.org/species/15951/115130419",TRUE,FALSE,TRUE,TRUE
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","2.7181719E7","CAPTIVE","F","Fibro","Panthera Leo A65","Pan_Leo_2","A65","A238",NA,NA,"VU","Mammalia",TRUE,FALSE,"Pan_Leo","https://animaldiversity.org/accounts/Panthera_leo/",TRUE,TRUE,FALSE,FALSE
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","MIG12-29591105","CAPTIVE","M","Fibro","Panthera Leo A10","Pan_Leo_3","A10",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Pan_Leo","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi",TRUE,TRUE,FALSE,TRUE
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","26384182/BARCELONA / 8891",NA,NA,"Fibro","Panthera Leo A13","Pan_Leo_4","A13",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Pan_Leo",NA,TRUE,TRUE,TRUE,TRUE
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","26130694/BARCELONA / 8939",NA,NA,"Fibro",NA,"Pan_Leo_5","A197",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Pan_Leo",NA,FALSE,FALSE,FALSE,FALSE
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","-",NA,NA,"Fibro",NA,"Pan_Leo_6","A296",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Pan_Leo",NA,TRUE,FALSE,FALSE,FALSE
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","DKL20-06264/BARCELONA / 13976","CAPTIVE","F","Fibro",NA,"Pan_Leo_7","A416",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Pan_Leo",NA,TRUE,FALSE,FALSE,FALSE
"Panthera leo","Panthera leo",NA,"African Lion","Felidae","DKL20-06265/:BARCELONA / 13977","CAPTIVE","F","Fibro",NA,"Pan_Leo_8","A417",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Pan_Leo",NA,TRUE,FALSE,FALSE,FALSE
"Panthera onca","Panthera onca",NA,"Jaguar","Felidae","RMC17-00248/BARCELONA / 13814","CAPTIVE","F","Fibro","Panthera Onca A109","Pan_Onc_1","A217","A321","A109",NA,"NT","Mammalia",TRUE,FALSE,"Pan_Onc","https://www.iucnredlist.org/species/15953/123791436",TRUE,TRUE,FALSE,FALSE
"Panthera onca","Panthera onca",NA,"Jaguar","Felidae",NA,NA,NA,"Fibro","Panthera Onca A32","Pan_Onc_2","A32",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Pan_Onc","https://animaldiversity.org/accounts/Panthera_onca/",TRUE,TRUE,FALSE,FALSE
"Panthera onca","Panthera onca",NA,"Jaguar","Felidae",NA,NA,NA,"Primary",NA,"Pan_Onc_3","A33",NA,NA,NA,"NT","Mammalia",FALSE,FALSE,"Pan_Onc","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9690&lvl=3&lin=f&keep=1&srchmode=1&unlock",FALSE,FALSE,FALSE,FALSE
"Panthera onca","Panthera onca",NA,"Jaguar","Felidae",NA,NA,NA,"Fibro","Panthera Onca A72","Pan_Onc_4","A72",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Pan_Onc",NA,TRUE,TRUE,FALSE,FALSE
"Panthera onca","Panthera onca",NA,"Jaguar","Felidae","RMC17-00249/ELCHE SAF / 1813","CAPTIVE","F","Fibro",NA,"Pan_Onc_5","A403",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Pan_Onc",NA,TRUE,FALSE,FALSE,FALSE
"Panthera pardus kotiya","Panthera pardus","kotiya","Leopard","Felidae","27767571/BARCELONA / 10859","CAPTIVE","M","Fibro",NA,"Pan_Par_1","A205",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Pan_Par","https://www.iucnredlist.org/species/15954/163991139",FALSE,FALSE,FALSE,FALSE
"Leopardus pardalis","Leopardus pardalis",NA,"Ocelot","Felidae","16917308/JEREZ / OCE2","CAPTIVE","F","Fibro",NA,"Leo_Par_1","A95",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Leo_Par","https://www.iucnredlist.org/species/11509/97212355",TRUE,FALSE,FALSE,FALSE
"Panthera pardus saxicolor","Panthera pardus","saxicolor","Persian leopard","Felidae","MIG12-28195752MADRID Z / LE24","CAPTIVE","M","Fibro",NA,"Pan_Par_2","A365",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Pan_Par","https://www.iucnredlist.org/species/15954/163991139",TRUE,FALSE,FALSE,FALSE
"Panthera tigris","Panthera tigris",NA,"Tiger","Felidae","MIG12-29901177/ MADRID Z / TBL8","CAPTIVE","F","Fibro",NA,"Pan_Tig_1","A439",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Pan_Tig","https://www.iucnredlist.org/species/15955/214862019",TRUE,FALSE,TRUE,FALSE
"Panthera tigris","Panthera tigris",NA,"Tiger","Felidae","QRD10-00370/MADRID Z / TBL6","CAPTIVE","M","Fibro",NA,"Pan_Tig_2","A462",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Pan_Tig",NA,TRUE,FALSE,TRUE,FALSE
"Canis lupus signatus","Canis lupus","signatus","Spanish Wolf","Canidae","MIG12-29349207/ BARCELONA / 13451","CAPTIVE","M","Fibro",NA,"Can_Lup_1","A2","A295",NA,NA,"LC","Mammalia",TRUE,FALSE,"Can_Lup","https://www.iucnredlist.org/species/3746/163508960",TRUE,FALSE,TRUE,TRUE
"Canis lupus signatus","Canis lupus","signatus","Spanish Wolf","Canidae","CGM20-00006/PARQNATUR / 121","CAPTIVE","F","Fibro",NA,"Can_Lup_2","A463",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Can_Lup","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=425934&lvl=3&lin=f&keep=1&srchmode=1&unlock",TRUE,FALSE,TRUE,FALSE
"Canis lupus signatus","Canis lupus","signatus","Spanish Wolf","Canidae","CGM20-00009/PARQNATUR / 124","CAPTIVE","F","Fibro",NA,"Can_Lup_3","A464",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Can_Lup",NA,TRUE,FALSE,TRUE,FALSE
"Canis lupus signatus","Canis lupus","signatus","Spanish Wolf","Canidae","CGM20-00008/: PARQNATUR / 123","CAPTIVE","F","Fibro",NA,"Can_Lup_4","A472",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Can_Lup",NA,TRUE,FALSE,TRUE,FALSE
"Ursus thibetanus","Ursus thibetanus",NA,"Asiatic Black Bear","Ursidae","3099475/MADRID Z / OT4","CAPTIVE","F","Fibro",NA,"Urs_Thi_1","A153",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Urs_Thi","https://www.iucnredlist.org/species/22824/166528664",TRUE,FALSE,FALSE,FALSE
"Ailuropoda melanoleuca","Ailuropoda melanoleuca",NA,"Giant Panda","Ursidae","WKP21-01928/MADRID Z / PG11","CAPTIVE","U","Primary",NA,"Ail_Mel_1","A175",NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Ail_Mel","https://www.iucnredlist.org/species/712/121745669",FALSE,FALSE,FALSE,FALSE
"Ailuropoda melanoleuca","Ailuropoda melanoleuca",NA,"Giant Panda","Ursidae","WKP21-01929/MADRID Z / PG12","CAPTIVE","M","Fibro","Ailuropoda melanoleuca A176","Ail_Mel_2","A176",NA,NA,NA,"VU","Mammalia",TRUE,FALSE,"Ail_Mel",NA,FALSE,TRUE,FALSE,FALSE
"Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","QGH13-01156/ BARCELONA / 11932","CAPTIVE","F","Primary",NA,"Ail_Ful_1","A457",NA,NA,NA,"EN","Mammalia",FALSE,FALSE,"Ail_Ful",NA,FALSE,FALSE,FALSE,FALSE
"Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","20113997/MADRID Z / PR87","CAPTIVE","M","Fibro",NA,"Ail_Ful_2","A149",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Ail_Ful","https://www.iucnredlist.org/species/714/110023718",FALSE,FALSE,FALSE,FALSE
"Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","QGH13-01156/BARCELONA / 11932","CAPTIVE","F","Fibro",NA,"Ail_Ful_3","A234",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Ail_Ful","https://animaldiversity.org/accounts/Ailurus_fulgens/",FALSE,FALSE,FALSE,FALSE
"Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","TMJ12-00038/MADRID Z / PR97","CAPTIVE","F","Fibro",NA,"Ail_Ful_4","A332",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Ail_Ful","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=9649&lvl=3&lin=f&keep=1&srchmode=1&unlock",TRUE,FALSE,FALSE,FALSE
"Ailurus fulgens","Ailurus fulgens",NA,"Red Panda","Ailuridae","200092917540/BARCELONA / 10009","CAPTIVE","F","Fibro",NA,"Ail_Ful_5","A404",NA,NA,NA,"EN","Mammalia",TRUE,FALSE,"Ail_Ful",NA,TRUE,FALSE,FALSE,FALSE
"Mungos mungo","Mungos mungo",NA,"Banded Mongoose","Herpestidae","2.6459861E7",NA,NA,"Fibro","Mungos mungo A50","Mun_Mun_1","A50",NA,NA,NA,"LC","Mammalia",TRUE,FALSE,"Mun_Mun","https://animaldiversity.org/accounts/Mungos_mungo/",TRUE,TRUE,FALSE,FALSE
"Lutra lutra","Lutra lutra",NA,"Eurasian otter","Mustelidae","2.5402188E7","CAPTIVE","M","Fibro","Lutra Lutra A8","Lut_Lut_1","A8",NA,NA,NA,"NT","Mammalia",TRUE,FALSE,"Lut_Lut","https://www.iucnredlist.org/species/12419/21935287",TRUE,TRUE,FALSE,TRUE
"Lutra lutra","Lutra lutra",NA,"Eurasian otter","Mustelidae","25402189/JEREZ / LUT6","WILD","F","Primary",NA,"Lut_Lut_2","A105",NA,NA,NA,"NT","Mammalia",FALSE,FALSE,"Lut_Lut","https://animaldiversity.org/accounts/Lutra_lutra/",FALSE,FALSE,FALSE,FALSE
"Aonyx cinereus","Aonyx cinereus",NA,"Asian Small-clawed Otter","Mustelidae","MIG12-29553818/MUNDOMAR / NU7863","CAPTIVE","M","Primary",NA,"Aon_Cin_1","A373",NA,NA,NA,"VU","Mammalia",FALSE,FALSE,"Aon_Cin",NA,FALSE,FALSE,FALSE,FALSE
